从旷视到原力灵机，唐文斌的第二次创业
【晚点聊 LateTalk】

[唐文斌] B端非常

[唐文斌] 容易客户的需求是多样化的

[唐文斌] 那在这样一个多样化的需求里面

[唐文斌] 我们到底

[唐文斌] 我的产品是标准化到什么程度

[唐文斌] 我什么是配置化的

[唐文斌] 什么是定制化的

[唐文斌] 但如果是一旦是说

[唐文斌] 你当你每个项目

[唐文斌] 你都要去给客户去做定制化的时候

[唐文斌] 你的这个业务的这个scale

[唐文斌] 其实会有非常大的问题

[唐文斌] 所以呢

[唐文斌] 我们总结下来就是说

[唐文斌] 希望

[唐文斌] 去找的这个业务

[唐文斌] 就是你给客户的这个价值

[唐文斌] 是清晰的

[唐文斌] 可被计算的

[唐文斌] 然后呢

[唐文斌] 第二呢是说

[唐文斌] 能够在这个

[唐文斌] 这个

[唐文斌] 产品的标准化程度上

[唐文斌] 是能够

[唐文斌] 你能够做成一个产品公司

[唐文斌] 而不是做成一个项目公司的

[唐文斌] 这么一种形态

[唐文斌] 我们认为是一个

[唐文斌] 更好的一种业务形式

[主持人] 我觉得可以以矿事

[主持人] 当时你曾经负责的一个业务

[主持人] 也和现在

[主持人] 其实做巨神智能是比较相关的

[主持人] 就是你们当时

[主持人] 做物流机器人这个业务

[主持人] 可以来展开说一说

[主持人] 你当时是整个业务的负责人

[主持人] 是吧

[主持人] 就是商业化这些

[主持人] 你也都负责

[唐文斌] 对 都是我负责

[唐文斌] 比如说以物流业务为例

[唐文斌] 就是说

[唐文斌] 我们现在的这个收入构成

[唐文斌] 其实也是大概可能是一半一半

[唐文斌] 我们大概有一半的业务

[唐文斌] 是来自于项目收入

[唐文斌] 一半的业务

[唐文斌] 是来自于产品收入

[唐文斌] 就是项目收入的意思

[唐文斌] 就是说我其实

[唐文斌] 这个做

[唐文斌] 这个给仓库去提供

[唐文斌] 这种搬运机器人

[唐文斌] 这样的一个方式

[唐文斌] 它其实就非常像

[唐文斌] 这个做装修

[唐文斌] 因为你的房子长什么样子

[唐文斌] 对吧

[唐文斌] 你的业务流程长什么样子

[唐文斌] 所以我大概率是要

[唐文斌] 一定要去定制化一个东西

[唐文斌] 去fit你这个房子

[唐文斌] 长什么样子

[主持人] 就非常飞飙

[唐文斌] 对 非常飞飙

[唐文斌] 我们其实在前几年的时候

[唐文斌] 当我们做了

[唐文斌] 每个项目都做了

[唐文斌] 很不一样的时候

[唐文斌] 这个就非常的痛苦

[唐文斌] 你的这个scalability

[唐文斌] 是有很大的问题的

[唐文斌] 我们后来就是觉得是说

[唐文斌] 一定要在这里面

[唐文斌] 要寻找标准化

[唐文斌] 所以我们把仓库

[唐文斌] 其实分解成了很多个环节

[唐文斌] 比如说入库的

[唐文斌] 托盘存储区

[唐文斌] 箱式存储区

[唐文斌] 然后发货区

[唐文斌] 但每一个环节里面

[唐文斌] 我们用一些

[唐文斌] 标准化的解决方案

[唐文斌] 我用标准化的产品

[唐文斌] 来解决掉

[唐文斌] 就相当于把

[唐文斌] 现在把一个定制化的事情

[唐文斌] 就变成了一个

[唐文斌] 更加配置化的事情

[唐文斌] 然后同时我刚才讲

[唐文斌] 还有50%的我们的收入

[唐文斌] 是这种产品化的

[唐文斌] 所以我们其实前面

[唐文斌] 还有一个机身商

[唐文斌] 他拿着我们一些

[唐文斌] 标准的这种component

[唐文斌] 他搭建成了一个

[唐文斌] 我们就提供一些积木块

[唐文斌] 让他能够去搭建成一个

[唐文斌] 一个完整的解决方案

[主持人] 矿事开始布局机器人

[主持人] 应该是在16年左右

[唐文斌] 对16年

[主持人] 16年当时是看到了

[主持人] 什么机会要来做机器人

[主持人] 其实这个和计算机视觉

[主持人] 他当然用到了计算机视觉

[主持人] 但他还有很多别的技术

[主持人] 他是有一点gap的

[主持人] 怎么想到要去做这个东西

[唐文斌] 对 我觉得这个

[唐文斌] 在硬气和我的心中

[唐文斌] 我们其实都有一颗

[唐文斌] 想做机器人的梦

[唐文斌] 我们从day one就开始

[唐文斌] 对 你刚刚说

[主持人] 你们最开始也是觉得

[主持人] 以后机器人都需要眼睛

[唐文斌] 所以你们觉得

[主持人] 计算机视觉

[主持人] 也是一个很有前景的技术

[唐文斌] 是的 就是那个

[唐文斌] 矿事的名字

[唐文斌] 当时叫MegaV

[唐文斌] 我们叫MegaVision

[唐文斌] 就是说叫

[唐文斌] 就让机器人先能看懂世界

[唐文斌] 当时就是这么一个想法

[唐文斌] 所以我们其实

[唐文斌] 反正当年也非常机缘巧合

[唐文斌] 就是我跟殷琪一起去了一个

[唐文斌] 叫那个在天津的

[唐文斌] 天猫超市的仓库

[唐文斌] 然后我们当时就看到

[唐文斌] 里面有很多的人

[唐文斌] 然后里面的人

[唐文斌] 就是拉着一个

[唐文斌] 小车

[唐文斌] 然后再开始在捡货

[唐文斌] 就是给北京周边的

[唐文斌] 这些北京天津

[唐文斌] 这边去发

[唐文斌] 天猫超市的订单

[唐文斌] 然后他们一个捡货员

[唐文斌] 在仓库里面非常冷

[唐文斌] 因为它很高

[唐文斌] 所以它没有暖气

[唐文斌] 然后我们当时去的时候

[唐文斌] 零下十度

[唐文斌] 然后里边的每一个人

[唐文斌] 拉着小推车

[唐文斌] 他们说他们一天

[唐文斌] 差不多要走四十公里

[唐文斌] 所以他们每天都在

[唐文斌] 零下十度的环境里面

[唐文斌] 一个马拉松

[唐文斌] 就非常的夸张

[唐文斌] 然后他们说

[唐文斌] 他们的人员流失率

[唐文斌] 他让我们猜

[唐文斌] 他说你知道我们人员的

[唐文斌] 一年流失率多少吗

[唐文斌] 我说百分之六十

[唐文斌] 他说你这个就缺乏想象力

[唐文斌] 他说我们的人员流失率

[唐文斌] 一年是百分之两百

[唐文斌] 因为这个工作实在是太辛苦了

[唐文斌] 所以我们觉得是说

[唐文斌] 我们内心本来就想做机器人

[唐文斌] 那我们先让机器人看懂世界

[唐文斌] 那我们其实也是非常希望

[唐文斌] 能够有手和腿

[唐文斌] 能够去形成对物理世界的输出

[唐文斌] 所以我们觉得

[唐文斌] 仓库这个场景

[唐文斌] 确实是有很大的需求

[唐文斌] 所以我们在那个时候

[唐文斌] 其实也投资了一个公司

[唐文斌] 后来我们也把它收了进来

[唐文斌] 然后

[唐文斌] 通过这样的一个方式

[唐文斌] 这个逐渐逐渐就形成了

[唐文斌] 那个物流机器人的业务

[唐文斌] 这还不完全是个人力替代的问题

[唐文斌] 它其实是帮助这个仓库的

[唐文斌] 这个客户去

[唐文斌] 我们叫省人省地省钱省心

[唐文斌] 因为它其实从人员管理上

[唐文斌] 其实也很复杂

[唐文斌] 而且人真的

[唐文斌] 你看物流

[唐文斌] 它其实是发生在消费周边的

[唐文斌] 对吧

[唐文斌] 所以消费周边的人一定是贵的

[唐文斌] 而且经济条件是不差的

[唐文斌] 所以这些人

[唐文斌] 他就真的不愿意去干

[唐文斌] 那些年轻人谁愿意去干

[唐文斌] 那个仓库里面零下十度

[唐文斌] 天天一个马拉松的这种活呢

[唐文斌] 它整个就招人是非常困难

[唐文斌] 就这还不仅仅是个经济上的问题

[唐文斌] 那我们看到就这样的一个问题

[唐文斌] 其实在国外是非常更严重的

[唐文斌] 比如说在韩国在日本

[唐文斌] 对吧

[唐文斌] 在包括在欧洲在北美

[唐文斌] 其实更加没有人愿意干这个活

[主持人] 对因为其实最开始像KY这种方案

[主持人] 就是亚马逊在用嘛

[主持人] 然后后来也把KY这公司收了

[主持人] 你们当时做这个

[主持人] 和那会儿这个创业潮有关系吗

[主持人] 其实当时有好多物流机器人的新公司成立

[唐文斌] 对当时吉日加快仓啊

[唐文斌] 就差不多都是在那个时间

[唐文斌] 跟他们倒没什么关系

[唐文斌] 对

[唐文斌] 当然因为我们自己也一直想做机器人

[唐文斌] 我们也觉得是说

[唐文斌] somehow这个机器人

[唐文斌] 也得跟你刚刚问的那个问题

[唐文斌] 就有点关系

[唐文斌] 就是我们得找个相对标准的场景

[唐文斌] 因为机器人的很多场景

[唐文斌] 其实是非常发散的

[唐文斌] 对吧

[唐文斌] 那过去的工业机器人

[唐文斌] 其实最大的应用场景

[唐文斌] 就是在汽车和3C

[唐文斌] 以汽车为主

[唐文斌] 那其他的场景

[唐文斌] 整个的机械臂啊

[唐文斌] 机器人啊这种形态

[唐文斌] 其实它量其实都没起来

[唐文斌] 那我们觉得仓库是有可能能够

[唐文斌] 一定程度上标准化的

[唐文斌] 因为它处理的对象

[唐文斌] 它要么是个托盘

[唐文斌] 要么是个箱子

[唐文斌] 那所以它形成了一定程度的标准化

[唐文斌] 所以它更可能让这个机器人

[唐文斌] 能够能够能够备用起来

[唐文斌] 所以我们觉得就是仓库

[唐文斌] 是一个非常好的一个场景

[唐文斌] 作为一个机器人的起点

[唐文斌] 对当我们就是真正想做的事情

[唐文斌] 也不是说我们想做个物流的

[唐文斌] 这个场景的这个方案提供上

[唐文斌] 而是觉得是说

[唐文斌] 物流是可以作为一个起点

[唐文斌] 能够让机器人先用起来

[唐文斌] 那eventually它可以走出这个

[唐文斌] 这个这个盒子

[唐文斌] 对吧

[唐文斌] 能够走到圆曲地

[唐文斌] 走到更开放的场景里面

[唐文斌] 能够变成一个更general的

[主持人] 可以说你们当时

[主持人] 想做通用机器人

[主持人] 我当时可能没有

[主持人] 巨神智能这个说法

[唐文斌] 对当时我们也没有这个技术

[唐文斌] 我觉得很多东西

[唐文斌] 其实需要等待技术的变化的

[唐文斌] 那当时做这个通用机器人

[唐文斌] 肯定是不现实的

[唐文斌] 而且当时其实很多机械币的

[唐文斌] 一些应用

[唐文斌] 其实都做得非常的不好

[主持人] 那当时的新的技术有什么样

[唐文斌] 那个时候其实很大程度

[唐文斌] 我们觉得是觉得是调度

[唐文斌] 是偏一些运筹和偏强化

[唐文斌] 一些方法吧

[唐文斌] 就是因为一个仓库里面

[唐文斌] 我们当看到有很多

[唐文斌] 类似于像Kiva这样的

[唐文斌] 一些机械人之后

[唐文斌] 它其实真正决定

[唐文斌] 它效率的是那个调度系统

[唐文斌] 就是如何能够让更多的车

[唐文斌] 能够协同的工作起来

[唐文斌] 我货放在哪里

[唐文斌] 订单谁优先处理

[唐文斌] 然后这个小车

[唐文斌] 到底以什么样的

[唐文斌] 一个种交通的方式

[唐文斌] 去多车的这种调度

[唐文斌] 这个事情其实才是更重要的

[唐文斌] 而这个事情就跟我们

[唐文斌] 当年搞竞赛的这个事情

[唐文斌] 其实非常像

[唐文斌] 所以我们觉得这就是

[唐文斌] excited就是我们非常擅长的事情

[主持人] 就是个优化问题

[唐文斌] 是个优化问题

[主持人] 那2012年开始的

[主持人] 这一轮深度学习热潮

[主持人] 因为其实当时

[主持人] 从2012到2016年

[主持人] 也是有一波AI热的

[主持人] 当时的AI的技术

[主持人] 外溢到这个领域了吗

[主持人] 有哪些地方是可以

[主持人] 帮助机器人的

[唐文斌] 当时我觉得有一些

[唐文斌] 但不多

[唐文斌] 那个差不多15年的时候

[唐文斌] 是那个AlphaGo和AlphaGo Zero

[唐文斌] 对吧

[唐文斌] 所以那个时间点的时候

[唐文斌] 其实是通过

[唐文斌] 其实机器人的调度

[唐文斌] 这些问题

[唐文斌] 其实它也可以被认为

[唐文斌] 是一个下棋的问题

[唐文斌] 对

[唐文斌] 所以其实是有一些

[唐文斌] 强化学习的方法

[唐文斌] 是可以被用到

[唐文斌] 就是今天的这种

[唐文斌] 这个机器人的调度

[唐文斌] 调度优化里

[唐文斌] 是的

[唐文斌] 所以这个技术上

[唐文斌] 其实也在发生一些变化

[主持人] 在没有后来的

[主持人] 新的技术变革的时候

[主持人] 你们用当时的一些

[主持人] 机器人的技术

[主持人] 一些AI的技术

[主持人] 你们后来就是做到了

[主持人] 哪些应用上

[主持人] 和商业上的结果

[唐文斌] 我们其实服务了很多

[唐文斌] 这个世界500强的公司

[唐文斌] 比如说可口可乐

[唐文斌] 雀巢

[唐文斌] 优衣库

[唐文斌] 在海外其实也服务了

[唐文斌] 很多客户

[唐文斌] 然后优衣库

[唐文斌] 其实是个非常有意思的客户

[唐文斌] 我们在19年的时候

[唐文斌] 参与了上海优衣库的投标

[唐文斌] 那个仓库每年发的货值

[唐文斌] 非常的夸张

[唐文斌] 发货量也非常的大

[唐文斌] 那个仓库呢

[唐文斌] 它就希望能够打造成

[唐文斌] 一个自动化程度

[唐文斌] 非常高的一个仓库

[唐文斌] 所以方案无比的复杂

[唐文斌] 优衣库呢

[唐文斌] 在国内几乎把

[唐文斌] 所有物流机器人公司

[唐文斌] 自动化的公司

[唐文斌] 全部都叫了过去

[唐文斌] 就跟超级选秀一样

[唐文斌] 一轮一轮晒

[主持人] 你们是所有人一起去吗

[主持人] 还是一波一波一起去了

[主持人] 还是单单独建的

[主持人] 每个都

[唐文斌] 对它是这样的

[唐文斌] 它一轮一轮评选

[唐文斌] 它第一轮就是

[唐文斌] 所有人先去提案

[唐文斌] 提案完了之后说

[唐文斌] 好那第一轮

[唐文斌] 哪几个不行

[唐文斌] 你们就可以

[唐文斌] 下次不用来了

[唐文斌] 第二轮提案

[唐文斌] 第三轮提案

[唐文斌] 一共做了五轮

[唐文斌] 然后我们那个项目

[唐文斌] 也用到了

[唐文斌] 有上千台的机器人的

[唐文斌] 一个数量

[唐文斌] 这个复杂性非常之高

[唐文斌] 我们当时也是依靠

[唐文斌] 我们的这个

[唐文斌] 比较强大的一个

[唐文斌] 调度能力吧

[唐文斌] 所以就是客户

[唐文斌] 也选择了我们

[唐文斌] 我们跟客户

[唐文斌] 讲了这么两点

[唐文斌] 说这么复杂的一个项目

[唐文斌] 最后决定它的

[唐文斌] 这个效率的

[唐文斌] 靠的是什么呢

[唐文斌] 靠的是软件和算法

[唐文斌] 他说他们特别认同

[唐文斌] 然后我说这个

[唐文斌] 我们绝对不是这个

[唐文斌] 最有经验的

[唐文斌] 这样的一个方案提供商

[唐文斌] 但我们绝对是在算法

[唐文斌] 和调度上

[唐文斌] 这个最强的

[唐文斌] 没有质疑

[唐文斌] 他们也非常认同这一点

[主持人] 我不知道这个项目

[主持人] 就是它的价值多大

[主持人] 像这种项目最后拍板

[主持人] 需要到优衣库的

[主持人] 创始人级别吗

[唐文斌] 基本上是

[唐文斌] 就是接近创始人

[唐文斌] 这个级别了

[主持人] 你们最后是不是

[主持人] 和创始人见面了

[唐文斌] 我觉得有一次

[主持人] 好像是应齐说

[唐文斌] 你去日本去见他

[唐文斌] 我去见了刘景

[唐文斌] 这个项目因为

[唐文斌] 由于它非常的复杂

[唐文斌] 有很多家公司

[唐文斌] 一起去投标

[唐文斌] 这里面就有很多

[唐文斌] 2B里面的一个漏洗

[唐文斌] 就是大家做了

[唐文斌] 很多的over promise

[唐文斌] 那这家供应商说

[唐文斌] 他能干这个

[唐文斌] 我们认为

[唐文斌] 技术上是做不到的

[唐文斌] 但他说他能

[唐文斌] 客户就问我们

[唐文斌] 他能你能不能

[唐文斌] 那这个时候

[唐文斌] 你是不是只能硬着头皮

[唐文斌] 说我也能

[唐文斌] 于是我们其实说

[唐文斌] 承诺了很多

[唐文斌] 其实实际上

[唐文斌] 我们觉得技术风险

[唐文斌] 非常高的

[唐文斌] 这样的一些事情

[唐文斌] 所以当时整个项目里面

[唐文斌] 其实充满了风险

[唐文斌] 很多东西

[唐文斌] 我们都不知道

[唐文斌] 最后能不能搞得定

[唐文斌] 但我们硬着头皮

[唐文斌] 说我们能搞定

[唐文斌] 然后最后呢

[唐文斌] 差点搞砸了

[唐文斌] 确实差点搞砸了

[唐文斌] 就是我们会发现说

[唐文斌] 这个仓库

[唐文斌] 刚我们全部弄完之后

[唐文斌] 我们这个

[唐文斌] 那个目标效率

[唐文斌] 是百分之百

[唐文斌] 是百分之百的

[唐文斌] 百分之一百的话

[唐文斌] 我们其实只达到了

[唐文斌] 百分之四十

[唐文斌] 所以就巨大的gap

[唐文斌] 然后我们当时

[唐文斌] 这个时候就觉得

[唐文斌] 已经完蛋了

[唐文斌] 然后客户也觉得说

[唐文斌] 那你这怎么弄

[唐文斌] 这个仓库根本没法用

[唐文斌] 而且有很多一些

[唐文斌] 因为时间表也非常紧

[唐文斌] 所以我们很多东西上

[唐文斌] 这个叫做

[唐文斌] 技术方案上

[唐文斌] 其实也有一些问题

[唐文斌] 然后我们当时

[唐文斌] 就痛定思痛

[唐文斌] 也跟客户去解释

[唐文斌] 就说希望

[唐文斌] 再给我们一些机会

[唐文斌] 我们觉得就是说

[唐文斌] 我们已经踩了一遍坑了

[唐文斌] 我们也知道

[唐文斌] 问题在哪里了

[唐文斌] 那我们也有决心

[唐文斌] 也有信心

[唐文斌] 把这个问题解决掉

[唐文斌] 所以我们最后

[唐文斌] 让客户给我们延期了半年

[唐文斌] 然后我们把所有的code

[唐文斌] 都推倒重来了一遍

[唐文斌] 好 然后最后搞定了这个项目

[唐文斌] 然后就是后来去见刘景的原因

[唐文斌] 是因为他们也觉得

[唐文斌] 这个方案实在是太复杂了

[唐文斌] 太难了

[唐文斌] 他们也没有想到

[唐文斌] 我们真的最后能够

[唐文斌] 把他们搞定

[唐文斌] 他们觉得这种

[唐文斌] 觉得这个弃而不舍的精神

[唐文斌] 其实也非常的不错

[唐文斌] 所以他后面把一些

[唐文斌] 其他的项目

[唐文斌] 其实也都交给了我们

[主持人] 所以你们是转危为安

[主持人] 你们把一个事又重新给他弄好之后

[主持人] 你去见到创始人

[唐文斌] 对 是的

[唐文斌] 所以我自己觉得就是说

[唐文斌] 这个做2B

[唐文斌] 你说你刚才讲

[唐文斌] 就是说有什么经验教训

[唐文斌] 我觉得今天我也不知道这个答案是什么

[唐文斌] 就是说因为大家在竞争的过程中

[唐文斌] 我认为是会有非常多的over promise

[唐文斌] 就是因为我要拿下这个单子

[唐文斌] 所以我会跟客似乎

[唐文斌] 因为竞争对手在客户那在吹牛

[唐文斌] 但我如果是非常真诚

[唐文斌] 和实在的跟他去讲这个事情

[唐文斌] 我很容易我就拿不到这个case

[主持人] 那你们曾经试过非常真诚实在的去讲

[主持人] 我就是做不到吗

[唐文斌] 于是我们很多case就丢了呀

[唐文斌] 我认为这个东西是

[唐文斌] 跟你当时的整个的这个地位有关

[唐文斌] 当客户认为说你就是那个权威

[唐文斌] 就是那个专家的时候

[唐文斌] 你跟他说你做不到

[唐文斌] 他会信任你

[唐文斌] 但是如果你当时还没有在那个位置上

[唐文斌] 那你说你做不到

[唐文斌] 他只会认为你弱

[唐文斌] 然后有另外一个人

[唐文斌] 他说他行对吧

[唐文斌] 那就是很尴尬的事情

[唐文斌] 所以就是说

[唐文斌] 所以我认为这个

[唐文斌] 会导致一个畸形是说

[唐文斌] 大家的这种over promise

[唐文斌] 提高了客户的对一些事情上的

[唐文斌] 把这个一些期待提到了一个

[唐文斌] 不切实际的一个状态

[唐文斌] 然后最后让很多的事情

[唐文斌] 其实的这个结果是不好的

[唐文斌] 那也摧毁了很多客户的信任

[唐文斌] 所以我认为这个其实也是

[唐文斌] 现在的一个土壁市场里面的一个问题

[主持人] 那你们就没有遇到

[主持人] 比如说你的一个竞争对手

[主持人] 跟客户说我能做到

[主持人] 实际上他也做不到

[主持人] 最后做了一段时间

[主持人] 因为这个标可能又会流出来

[主持人] 他可能又会去找别的个人上

[唐文斌] 这个其实不是的

[唐文斌] 首先你这个返回周期

[唐文斌] 可能是一个以年纪的一个单位

[唐文斌] 对吧

[唐文斌] 那他说他行

[唐文斌] 他先上了

[唐文斌] 好那首先这个标是不是就给了他

[唐文斌] 他给了他之后

[唐文斌] 他可能过了搞了半年才搞砸

[唐文斌] 你要半年之后才看到这个情况

[唐文斌] 那客户说

[唐文斌] 完了这个东西搞砸了

[唐文斌] 那搞砸了客户也丧失信心了

[唐文斌] 他也不想再搞这个事了

[唐文斌] 然后一般来讲

[唐文斌] 这个时候大家其实也羞于

[唐文斌] 去谈一个失败的项目

[唐文斌] 所以大家其实在市面上

[唐文斌] 其实不会听到太多失败的case

[唐文斌] 因为大家

[唐文斌] 不管是从供应商的角度

[唐文斌] 还是从客户的角度

[唐文斌] 大家其实都不想去谈这个事

[唐文斌] 对

[唐文斌] 所以我认为这种情况

[唐文斌] 现在依然存在

[唐文斌] 但是你比如说

[唐文斌] 我们现在跟客户

[唐文斌] 其实当我们建立了

[唐文斌] 很好的信任之后

[唐文斌] 我们会告诉他

[唐文斌] 什么东西这么做

[唐文斌] 其实是有风险的

[唐文斌] 他的问题可能在哪里

[唐文斌] 我们可以一起来想个办法

[唐文斌] 能不能去做

[唐文斌] 小规模可能去做一些实验

[唐文斌] 去验证这个东西

[唐文斌] 那当互相是一个

[唐文斌] 很高的信赖程度的时候

[唐文斌] 我们就可以很真诚的

[唐文斌] 去探讨很多的解决方案

[唐文斌] 但是如果你是一种

[唐文斌] 很这种竞争式的

[唐文斌] 这样的一个情况下

[唐文斌] 很多时候就会变成

[唐文斌] 一种over promise的一种状态

[主持人] 你在巨深智能行业

[主持人] 观察到哪些

[主持人] 过度承诺的现象

[唐文斌] 我认为今天其实很多

[唐文斌] 我觉得就是说

[唐文斌] 现在就整个巨深智能行业里面

[唐文斌] 就是说在除了文娱

[唐文斌] 除了科研

[唐文斌] 那到底有多少机器人

[唐文斌] 是在被持续的

[唐文斌] 在运行和被使用

[唐文斌] 其实也不太知道

[唐文斌] 对

[唐文斌] 首先一个机器人

[唐文斌] 要怎么样有用

[唐文斌] 就是第一

[唐文斌] 你得要把客户的场景

[唐文斌] 真正的能够关闭掉

[唐文斌] 能够真正的闭环的

[唐文斌] 实现他所要的功能

[唐文斌] 而不是说

[唐文斌] 我在这种情况下

[唐文斌] 是OK的

[唐文斌] 我换个情况

[唐文斌] 可能就不work了

[唐文斌] 对吧

[唐文斌] 所以它就得是一个

[唐文斌] 就是闭环的一个

[唐文斌] 这是第一点

[唐文斌] 第二点是说

[唐文斌] 客户的算账

[唐文斌] 是能算得明白的

[唐文斌] 对

[唐文斌] 这两点满足的情况下

[唐文斌] 客户才会批量的

[唐文斌] 持续的去使用它

[唐文斌] 那我们今天就是说

[唐文斌] 其实很多的场景

[唐文斌] 我觉得我们很多都是

[唐文斌] 更像POC

[唐文斌] 更像PR

[唐文斌] 就是大家

[唐文斌] 其实就做了很多的摆拍

[唐文斌] 但真正是说

[唐文斌] 它是不是被持续的用起来

[唐文斌] 我觉得

[唐文斌] 我觉得就可能也打个问号

[唐文斌] 然后现在就是说

[唐文斌] 从客户的角度来讲

[唐文斌] 也有很多的厂商

[唐文斌] 就是大家其实在拉高

[唐文斌] 大家的期望

[唐文斌] 技术性其实可能

[唐文斌] 并没有达到那个状态

[唐文斌] 但大家就说

[唐文斌] 我这也能

[唐文斌] 那也能

[唐文斌] 但最后可能结果

[唐文斌] ending可能不会很好

[唐文斌] 大概率达不到原有的期望

[唐文斌] 所以我认为是说

[唐文斌] 真正的落地这个事情

[唐文斌] 还是得要比较务实的

[唐文斌] 有效的去推进

[唐文斌] 真正的机器人

[唐文斌] 在场景中的使用

[主持人] 那你们会怎么选择了

[主持人] 你们是要参与

[主持人] 稍微也过度沉落一点

[主持人] 因为技术也在发展

[唐文斌] 我觉得我们今天跟

[唐文斌] 跟几年前还是会不太一样

[唐文斌] 就是我们今天

[唐文斌] 其实是有很多的

[唐文斌] 跟我们已经建立了

[唐文斌] 信赖感的客户

[唐文斌] 就是因为跟

[唐文斌] 这个我们的物流机器人公司也好

[唐文斌] 其实是有很多

[唐文斌] 我们跟很多的客户

[唐文斌] 已经建立了技术信任

[唐文斌] 他们知道是说

[唐文斌] 我们这帮人是什么样的风格

[唐文斌] 对

[唐文斌] 他们信任我们说

[唐文斌] 当我们说no的时候

[唐文斌] 我们是很认真的在跟他讲

[唐文斌] 我们寻找一种

[唐文斌] 方法

[唐文斌] how to yes

[唐文斌] 然后找到一种方法

[唐文斌] 能够来解决他的问题

[唐文斌] 所以他们会有这样的一个信赖感

[唐文斌] 那在这样一个信赖感的情况下

[唐文斌] 我不需要去跟他去over promise

[唐文斌] 对

[唐文斌] 然后第二呢

[唐文斌] 我们也会告诉他

[唐文斌] 就是说

[唐文斌] 我们今天的这个机器人的水平

[唐文斌] 今天模型的水平

[唐文斌] 对吧

[唐文斌] 我们比如说在RoboChallenge上

[唐文斌] 大家就仅仅是桌面任务

[唐文斌] 大家能做到百分百

[唐文斌] 其实是做不到

[唐文斌] 那做不到百分百怎么办

[唐文斌] 我们今天

[唐文斌] 那我们就不要假想着

[唐文斌] 让机器人做到百分百

[唐文斌] 我就告诉你

[唐文斌] 机器人现在就是做不到百分百的

[唐文斌] 这么一个状况

[唐文斌] 需要去设计一套完整的工作流

[唐文斌] 使得就是说

[唐文斌] 你做fail了之后

[唐文斌] 你失败了之后

[唐文斌] 我依然是有方式

[唐文斌] 能够给你兜住地的

[唐文斌] 你的工作流是完整的

[唐文斌] 那以这样的一个

[唐文斌] 一套系统的形式

[唐文斌] 我来提供给老客户

[唐文斌] 但同时我能够帮你盘账算明白

[唐文斌] 那这是一个更有效的一个

[唐文斌] 就是真正的务实努力的方式

[主持人] 如果总结来说的话

[主持人] 就是在这一次成立新的

[主持人] 元0071这个公司之前

[主持人] 况是之前的机器人业务

[主持人] 你觉得在技术上和商业上

[主持人] 做到了什么成绩

[主持人] 对

[Speaker_3] 对

[主持人] 做到一个什么状态

[唐文斌] 我觉得就是况是的这个机器人业务

[唐文斌] 我们现在叫原力聚合机器人

[主持人] 所以那也是个单独

[主持人] 现在也是一个单独的公司

[唐文斌] 现在名字叫原力聚合机器人

[唐文斌] 然后我们的品牌叫atomics

[唐文斌] 就是原子的聚合的这种意思

[唐文斌] 然后那我觉得就是业务是属于

[唐文斌] 这个叫

[唐文斌] 我觉得就在进入到平稳的增长期

[唐文斌] 就是因为相对来讲

[唐文斌] 我们的这个

[唐文斌] 就搬运行的这个产品

[唐文斌] 我不管是托盘类的

[唐文斌] 还是相似的这个产品

[唐文斌] 都已经有比较成型的

[唐文斌] 这个产品的形态

[唐文斌] 然后客户销售

[唐文斌] 渠道体系

[唐文斌] 其实也都有相应的一个

[唐文斌] 比较成熟的一个体系

[唐文斌] 所以然后增长也蛮快的

[唐文斌] 然后我们现在的那个

[唐文斌] 海外占比在非常快速的在提升

[主持人] 大概是能做到一个

[主持人] 什么样的市场规模

[主持人] 或者收入规模了

[唐文斌] 对我们现在大几个亿吧

[唐文斌] 就是但我们现在手上有很多的订单

